露營場名稱,縣市別,鄉/鎮/市/區,經度,緯度,地址,電話,手機,網站
綠果子休憩站,桃園市,大溪區,121.300159,24.881564,,,,
5＋2農場,桃園市,大溪區,121.354018,24.840489,美和路316巷22-1號,,,
石門森林休閒農場,桃園市,大溪區,121.292686,24.818489,,,,
水樂活親子農場,桃園市,中壢區,121.16617,24.984022,,,,
高坡金磐石露營區,桃園市,復興區,121.353575,24.768735,,,,
樹不老休閒莊園,桃園市,復興區,121.3783465,24.72959641,高義里8鄰色霧鬧12-1號,,,
溪口台露營區,桃園市,復興區,121.344206,24.802928,桃園市復興區羅馬路二段268號,,936314015,
戀戀雅渡農場,桃園市,復興區,121.381082,24.725801,色霧鬧7鄰10之3號,,917378028,
好馨勤齊露營區,桃園市,復興區,121.343449,24.802616,,,963081484,
天立農場,桃園市,復興區,121.3523377,24.82433257,色霧段282、282-3,,936402031,
溫度露營場,桃園市,復興區,,,霞雲段903地號,33732118,906646023,
蜻蜓露營區,桃園市,復興區,121.325065,24.778501,奎輝里7鄰嘎色鬧2號,,939584829,
一號地露營區,桃園市,復興區,121.362643,24.686941,,,976283287,
夏蝶冬櫻山谷園地,桃園市,復興區,121.350519,24.701503,高義蘭道路36-1號,,,
融奎霖休閒露營區,桃園市,復興區,121.390873,24.806878,,,,
霞雲歡樂谷,桃園市,復興區,121.379794,24.813488,,,,
伊萬農場,桃園市,復興區,121.3872726,24.724721,,,,
拉拉山芘雅尚露營區,桃園市,復興區,121.413218,24.685253,141-9號,,933337207,
天恩農場 ,桃園市,復興區,121.4173848,24.69604244,神木路193-1號193-2號,,,
CaVa休閒露營區,桃園市,復興區,121.355555,24.76894,桃園市復興區羅浮里高坡16-10號,,937098227,https://ca-va.weebly.com
老鷹果園露營區,桃園市,復興區,121.3823859,24.80630623,雙橋段133地號,,910350354,
福田美地露營場,桃園市,復興區,121.397786,24.806728,庫志道路11鄰24號,,,
享恩商店露營區,桃園市,復興區,121.3455,24.807987,溪口路86號,,937105053,
達彥露營區,桃園市,復興區,121.397091,24.806709,庫志道路32號,,926195480,
哇吶訕露營區,桃園市,復興區,121.358043,24.682741,14之18號,,925313332,
微風山崚露營場,桃園市,復興區,121.401655,24.692115,華興段3836、3837、3838、3839、3846、3847、3864、3841、3848、3849地號,,936613828,
山裡生活自然休閒農場,桃園市,復興區,121.3533858,24.83852689,三民里14鄰大窩路596號,,,
逍遙遊秘境露營區,桃園市,復興區,121.392138,24.828977,,,955358736,
那結山露營區,桃園市,復興區,121.328455,24.775215,,,,
流霞谷親水烤肉園區,桃園市,復興區,121.37189,24.806957,,,,
東眼山農場,桃園市,復興區,121.3952525,24.84325327,成福路545號,,926223828,
喜樂麻谷,桃園市,復興區,121.390654,24.825919,霞雲里4鄰佳志13-1號,,907460058,
培雅境露營區,桃園市,復興區,121.357089,24.798569,佳蘭段1263地號,,987072781,
樂見山露營場,桃園市,復興區,121.3869403,24.83199422,霞雲段231-3地號,987839083,,
圓夢農莊,桃園市,復興區,121.403507,24.69457,,,,
長榮露營區,桃園市,復興區,121.421026,24.696614,,,,
塔木休閒露營區,桃園市,復興區,121.37638,24.772408,10鄰29之5號,,925530904,
恩愛農場,桃園市,復興區,121.422537,24.696774,,,,
亞霧香草營區,桃園市,復興區,121.399888,24.784345,,,973685763,
蝶木窩露營休閒坊,桃園市,復興區,121.366999,24.794966,,,,
桃子菇菇休閒農莊,桃園市,復興區,121.420396,24.689059,,,,
山大王休閒農莊,桃園市,復興區,121.359075,24.8112,,,912455060,
微笑草地,桃園市,復興區,121.412041,24.688464,,,,
比該溪生態露營區,桃園市,復興區,121.426116,24.679606,,,,
馬莎度露營區,桃園市,復興區,121.392312,24.817634,霞雲段1004地號,,930026696,
比亞山露營區,桃園市,復興區,121.343124,24.806012,,,989608281,
山豬王露營區,桃園市,復興區,121.392477,24.791219,,,,
珍幸福烤肉露營區,桃園市,復興區,121.3771094,24.81105778,流霞路1鄰72號,,,
拉拉山得拉互露營區,桃園市,復興區,121.390096,24.683683,,,,
八度野溪露營區,桃園市,復興區,121.335976,24.792131,羅馬路三段238號,,930828768,
馬灣露營區,桃園市,復興區,121.397563,24.806076,,,919973148,
木村的家露營區,桃園市,復興區,121.411316,24.688409,中心路156-2號,,933797364,
尹宿納露營區,桃園市,復興區,121.336575,24.691377,砂崙段1488地號,,966562009,
高崗原創農園(雅月の娜杉),桃園市,復興區,121.365274,24.675041,武崙路33號,,960582481,
爺亨溪岸露營區,桃園市,復興區,121.371664,24.675035,,,,
楓林谷露營區,桃園市,復興區,121.327191,24.802043,,,,
Kiwi休閒露營區,桃園市,復興區,121.355446,24.769978,桃園市復興區羅浮里高坡16-6號,,989344266,https://kiwicamping.weebly.com
祥緣莊,桃園市,復興區,121.40267,24.697673,,,,
谷力農場,桃園市,復興區,121.372392,24.778675,桃園市復興區義盛村10鄰義興29號,,939378160,https://www.easycamp.com.tw/Store_2542.html
Kusu庫司景觀露營區,桃園市,復興區,121.404367,24.819971,桃園市復興區庫志道路35之30 ,,,
高山青莊園A區露營區,桃園市,復興區,121.352129,24.766565,30之3號,,966400072,
卡拉傳奇觀光農場-阿爸的故事,桃園市,復興區,121.408917,24.695764,華陵里華陵村11鄰180號,,,
利河伯休閒農園露營區,桃園市,復興區,121.379691,24.67375,,,,
山雲海露營農場,桃園市,復興區,121.414766,24.689861,中心路156號,,910262947,
野行野宿露營簡餐咖啡坊,桃園市,復興區,121.358676,24.780102,高坡6鄰12號,,981142263,
HOLA吼辣露營區,桃園市,復興區,121.355596,24.770521,高坡16號,,920938227,
米利漾,桃園市,復興區,121.3255323,24.78054455,復興區2號,,,
歐陽莊園,桃園市,復興區,121.35012,24.704517,高義蘭道路65之7號,,979045586,
遠見之星露營區,桃園市,復興區,121.411601,24.688316,中心路86巷28號,,925419533,
山水漣漪溪畔,桃園市,復興區,121.37037,24.805767,,,,
樂悠露營,桃園市,復興區,121.328154,24.802415,,,,
雲河露營農場,桃園市,復興區,121.424441,24.697051,,,,
葛鹿營地,桃園市,復興區,121.379459,24.803488,2鄰合流48之8號,,970520220,
雲霧農場,桃園市,復興區,121.37837,24.723682,色霧鬧10-21號,,988699291,
順花露營區,桃園市,復興區,121.348309,24.686007,砂崙段1228、1231、1232、1233、1235地號,,965157156,
可飛鹿營區,桃園市,復興區,121.32993,24.799275,,,,
沒搞頭露營區,桃園市,復興區,121.394679,24.812357,6鄰21號,,916202477,
摩亞農場,桃園市,復興區,121.377181,24.727532,,,,
露薩休閒露營區,桃園市,復興區,121.38552,24.670242,,,,
熊居露營趣,桃園市,復興區,121.41948,24.691668,,,,
熊老大露營區,桃園市,復興區,121.390305,24.792378,,,910955415,
松野農園露營區,桃園市,復興區,121.382186,24.72464,10-16號,,925601885,
那山‧達雅賀Ngasal Tayax,桃園市,復興區,121.382279,24.822011,9-6號,,910607988,
拉拉山塔曼之光露營區,桃園市,復興區,121.4246901,24.69778047,中心路315號,,973882038,
雅緻露營區,桃園市,復興區,121.357962,24.682444,,,976283287,
奎輝營地,桃園市,復興區,121.331204,24.787963,,,,
星城露營區,桃園市,復興區,121.42139,24.696836,,,933797364,
古渡園地,桃園市,復興區,121.412589,24.688981,,,,
清清露營區,桃園市,復興區,121.421569,24.684282,華陵里8鄰40號,,920607521,
卡普休閒農莊,桃園市,復興區,121.392852,24.794319,23號,,981008636,
美腿山親子露營區,桃園市,復興區,121.312307,24.80053,,,,
壘薩露營區,桃園市,復興區,121.399288,24.797263,23號之8,,912062289,
瓦旦喜義露營農場,桃園市,復興區,121.352513,24.748824,羅浮段186、187地號,,"9,130,090,990,989,630,000",
俠雲山莊,桃園市,復興區,121.421097,24.694712,巴崚143-5號,,928762717,
石秀灣五葉松露營區,桃園市,復興區,121.289726,24.8028,,,,
泰雅秘境露營區,桃園市,復興區,121.328014,24.80014,,,,
觀星露營區,桃園市,復興區,121.421531,24.697442,14鄰143-7號,,919019891,
達拉蓋露營場,桃園市,復興區,121.3960305,24.81117889,霞雲里11鄰庫志35之15號,952635998,,
雅比斯露營區,桃園市,復興區,121.413991,24.688851,華陵里9鄰69號,,985492477,
巫婆景觀農場露營區,桃園市,復興區,121.354018,24.840489,,,,
雲頂露營區,桃園市,復興區,121.424177,24.698969,,,933711363,
大樹下露營區,桃園市,復興區,121.3670024,24.80387486,32號,,926897986,
基拉耳景觀露營區,桃園市,復興區,121.347607,24.804742,,,,
飛督努露營區,桃園市,復興區,121.401569,24.842291,20-1號,,912512443,
爺亨溫泉露營區,桃園市,復興區,121.375013,24.674988,,,,
夢想家園露營區,桃園市,復興區,121.307998,24.684425,,,,
亞力山大露營區,桃園市,復興區,121.346603,24.704278,,,,
木河谷,桃園市,復興區,121.388963,24.791129,,,925380956,
庭綩小棧,桃園市,復興區,121.375013,24.810531,,,,
清龍谷野營渡假中心,桃園市,復興區,121.374254,24.809473,,,,
蘋果農莊,桃園市,復興區,121.378591,24.725118,色霧鬧7鄰10-20號,,966505080,
嘎色鬧露營區,桃園市,復興區,121.324416,24.775157,,,,
庫巴露營區,桃園市,復興區,121.398793,24.807376,,,935079328,
比固花園,桃園市,復興區,121.350566,24.704178,,,966603936,
東眼之星露營區,桃園市,復興區,121.397286,24.842397,,,921167390,
河那灣民宿露營區,桃園市,復興區,121.342596,24.803732,41號,,937174588,
布納星空露營區,桃園市,復興區,,,25之6號,,989205655,
上杉露營區,桃園市,復興區,121.322088,24.782774,6鄰28之6,,960770468,
享慢活 Double 5,桃園市,新屋區,121.0179214,24.97879879,港興路310號,,,
九斗休閒農場,桃園市,新屋區,121.1289554,24.96091969,桃園市新屋區五谷路205號,,986065371,https://www.farm99.com/
耀輝休閒牧場,桃園市,楊梅區,121.122967,24.917174,,,,
牛仔星村,桃園市,楊梅區,121.177464,24.925415,桃園市楊梅區幼獅路一段439號東南側,,908852398,https://shop6726.noon360.com/mainssl/uploads/shop6726/html/home.html
江陵日觀休閒農場,桃園市,楊梅區,121.13512,24.930199,桃園市楊梅區西高山頂15-2號,34750606,,https://taoyuanleisureagriculturefanpage.tycg.gov.tw/wordpress/%E6%B1%9F%E9%99%B5%E6%97%A5%E8%A7%80%E4%BC%91%E9%96%92%E8%BE%B2%E5%A0%B4/
驛品香生態農園,桃園市,楊梅區,121.1520749,24.88334733,校前路1150號,,,
梧桐心境養生露營園區,桃園市,龍潭區,121.222279,24.801323,,,,
桃園市石門營地,桃園市,龍潭區,121.23598,24.82212,桃園市龍潭區民治路100號,34711752,,
ARCADIA覓秘 · 午憩(小人國休閒農場),桃園市,龍潭區,121.1845962,24.83383168,高原路980號,,,
朋趣,桃園市,龍潭區,121.247792,24.870129,龍潭區悅華路100號,34801369,,https://bonchillglamping.com.tw/
叢林開始,桃園市,龍潭區,121.1876078,24.87172272,龍潭區德湖街369號,910425108,919596696,
隆泉莊園休閒農場,桃園市,龍潭區,121.243964,24.855752,桃園市龍潭區淮子埔路138巷58-1號,34112777,,https://www.camptrip.com.tw/camp/%E9%9A%86%E6%B3%89%E8%BE%B2%E8%8E%8A-%E5%93%88%E6%AF%94%E5%B1%8B%E9%9C%B2%E7%87%9F%E5%8D%80/
桃禧漫遊渡假露營園區,桃園市,龍潭區,121.260267,24.823594,桃園市大溪區康莊路五段150號,34713030,,https://www.orchard-villa.com/
舒心露營區,桃園市,龜山區,121.378402,24.991661,兔子坑段1377地號,952371070,,
茶野裡山野露營,桃園市,蘆竹區,121.33231,25.07893955,山林路三段855-1號,,,
桃野星晴,桃園市,蘆竹區,121.2927207,25.06900209,福山段2126、2127地號,286663360,,
桃蘆坑休閒農場,桃園市,蘆竹區,121.3322,25.079063,桃園市蘆竹區山林路三段855-1號,33242610,,https://m.icamping.app/store/tlk473
忠義營地(大寮區忠義國小),高雄市,大寮區,120.384142,22.616353,高雄市大寮區忠義路1號,77812858,,
GreenON露營區,高雄市,大樹區,,,,73819733,986811931,
小樹點露營區,高雄市,大樹區,120.41594,22.73132,學城段680~689地號,,,
大坪頂露營區,高雄市,小港區,120.3861065,22.56670266,坪北段463地號,,930832502,
老爺的家露營區,高雄市,內門區,120.496863,22.986084,高雄市內門區永興里埤後1-1號,,921542953,https://oldman168.mystrikingly.com/
飛莫力露營場,高雄市,內門區,120.432787,22.924876,高雄市內門區內東里茄苳崙23號,76672954,912023656,
茂升山林露營區,高雄市,內門區,120.5306885,23.00962504,高雄市內門區金竹村安定51-12號高117線0.2K處竹峯宮進去近月慧山觀音禪院,,931832882,
將軍山歐舍營地,高雄市,內門區,120.457731,22.910784,高雄市內門區將軍段467地號,910629926,910629926,
露舍營家,高雄市,內門區,120.489668,23.00014834,高雄市內門區溝坪里華園39-12號,,908528006,
田子路貳之壹露營區,高雄市,內門區,120.417619,22.907411,高雄市內門區瑞山里田子墘2-1號 (內門區脚帛寮段571-1地號),,933661701,
遠山望月露營區,高雄市,六龜區,120.7031564,23.10686804,高雄市六龜區寶來花賞溫泉公園,76883361,,https://www.spa-grand.com.tw/
緣起農場露營區,高雄市,六龜區,120.6632817,23.03271261,高雄市六龜區新發里和平路130-3號,911066179,911066179,
輕風椰林露營區,高雄市,六龜區,120.6090974,22.88975237,高雄市六龜區三民路70號,921541425,,https://www.coconutcamping.url.tw/
藏青谷渡假莊園,高雄市,六龜區,120.6608812,23.04130949,高雄市六龜區和平路130-66號,,932178002,http://www.valleystatt.com/
泗高露棧露營場,高雄市,六龜區,120.6615552,23.03936711,高雄市六龜區新發里和平路130-38號,927199008,927199008,
嚮露靈象山休閒露營區,高雄市,六龜區,120.6588912,22.9999275,高雄市六龜區興龍里土壠149-10號,,,
寶來星野景觀驛棧,高雄市,六龜區,120.7280104,23.10485227,高雄市六龜區竹林63之12號,,958665117,
草地人溫泉會館露營區,高雄市,六龜區,120.6770996,23.05699646,高雄市六龜區新發里新開路33-1號,76791992,,
溫德莊園,高雄市,六龜區,120.6747339,23.05716354,高雄市六龜區新發里新開路19號,,967300048,https://166599556631.web.fullinn.tw/
何氏農場生態露營區,高雄市,六龜區,120.6675249,23.04235863,高雄市六龜區和平路295號,,911003780,https://farmhofamily.com/
荖濃田營農場露營區(市招：家營農場),高雄市,六龜區,120.682899,23.07506079,高雄市六龜區荖濃里裕濃路81巷25-36號,,916139709,
福濃休閒農場露營區,高雄市,六龜區,120.6769995,23.0734779,高雄市六龜區荖濃里裕濃路81巷12-30號,933163506,933163506,
野獸休閒基地,高雄市,六龜區,120.6641235,23.04020578,高雄市六龜區和平路151-16號,,916179733,
戀戀南橫 2071 露營區,高雄市,六龜區,120.6602761,23.07124138,高雄市六龜區和平路295號,,907693503,
彩虹森林快樂農場,高雄市,六龜區,120.666791,23.04030383,高雄市六龜區新發里和平路290號,,931347278,
山水炎親子露營區,高雄市,六龜區,120.6470419,22.97968428,高雄市六龜區中興里尾庄55-2號,,911880057,http://www.ssyfarm.com.tw/
遠眺南橫露營場,高雄市,六龜區,120.65615,23.01819,,,,
水冬瓜農場生態露營區,高雄市,六龜區,120.6659153,23.05964635,高雄市六龜區水冬瓜74號,,963129479,
蘇菲凱文露營莊園露營區,高雄市,六龜區,120.6677428,23.04307316,高雄市六龜區新發里和平路303-5號,,930622286,http://sophiencalvin.com/
河畔秘境露營區,高雄市,六龜區,120.6506976,23.01708717,高雄市六龜區東溪山莊12之20號,,930939605,
樂暢園,高雄市,六龜區,120.6440895,22.96325764,高雄市六龜區復興巷37之21,,911161948,
扇平山莊十八羅漢山露營區,高雄市,六龜區,120.6515121,22.9707217,高雄市六龜區中興里29-1號,,966667089,
賴家古厝賞梅露營區,高雄市,六龜區,120.7319006,23.10982691,高雄市六龜區寶來里竹林60號,,937672962,
大山拾光露營地,高雄市,六龜區,120.6618643,23.03832116,高雄市六龜區和平路130-35號,911158173,911158173,https://oyamamemory.dingup.cc/
快樂熊咖啡香草露營區,高雄市,六龜區,120.6733059,23.06831157,高雄市六龜區裕濃路1之7號,,970311577,
荖濃有機農場露營區,高雄市,六龜區,120.6823171,23.07389171,高雄市六龜區荖濃里裕濃路81巷18號,,978657772,
1233放空露營區,高雄市,六龜區,120.6778816,23.07271292,高雄市六龜區裕農路81巷,928721425,928721425,
道時尚悠然渡假山莊,高雄市,六龜區,120.6636358,23.03345763,高雄市六龜區新發里和平路130-5號,76791003,,
依山山露營區,高雄市,六龜區,120.6884752,23.07182931,高雄市六龜區新開路110號,,933397113,
星空幽谷休閒露營農莊,高雄市,六龜區,120.6042009,22.88491619,高雄市六龜區新寮里三民路107號,955162589,955162589,https://starry.epo.tw/
呂家山外村露營休閒區,高雄市,六龜區,120.6083822,22.87812284,高雄市六龜區三民路74之27號,,933388548,
陽光綠地水世界露營區,高雄市,六龜區,120.6674544,23.04416703,高雄市六龜區新發里和平路305-2號,,963639555,
六龜 童趣休憩露營區,高雄市,六龜區,120.6361944,22.98289075,高雄市六龜區光明巷40 號之1,,988538032,
六龜麒麟露營區,高雄市,六龜區,120.6629088,23.01643133,高雄市六龜區新發里獅山15-20號,,963114332,
露悠悠輕奢露營區,高雄市,六龜區,120.6468097,22.98033798,高雄市六龜區尾庄55之2號,63128846,,https://loveuuglamping.com/
川聚休閒莊園露營區,高雄市,六龜區,120.65107,22.9991,中庄段332地號,,,
銓昶露營區,高雄市,田寮區,120.36213,22.83894,牛稠埔段258-6地號,,915586508,
陸石五木露營區,高雄市,杉林區,120.5738296,23.02154516,高雄市杉林區集來里通仙巷236號,932841255,931436586,
永齡有機休閒農場,高雄市,杉林區,120.5506125,22.97760746,高雄市杉林區上平里山仙路19鄰288號,76775068,,https://www.yonglinfarm.com.tw/
桂田休閒莊園露營區,高雄市,杉林區,120.532894,22.95636808,高雄市杉林區月美里桐竹路61-12號,73237429,978970754,http://5858house.com/address.aspx
伊咪達督露營區,高雄市,那瑪夏區,120.6944575,23.2411073,高雄市那瑪夏區瑪雅里平和巷107號,,988027163,
貴梅B露營區,高雄市,那瑪夏區,120.7075609,23.25086233,瑪雅段356-1地號,,921591206,
民權大橋露營區,高雄市,那瑪夏區,120.6948268,23.24596351,高雄市那瑪夏區瑪雅里平和巷25號,,985400904,
雅悠露營區,高雄市,那瑪夏區,120.687185,23.258708,高雄市那瑪夏區瑪雅里6鄰平和巷209之10號,921580453,958154603,
保山有善農場,高雄市,那瑪夏區,,,那瑪夏區瑪雅里1鄰平和巷15號,,910419636,https://www.facebook.com/profile.php?id=100066688032738
陳家茶園露營區,高雄市,那瑪夏區,120.6860634,23.26029742,高雄市那瑪夏區青山巷40號8鄰,,918354081,
谷露瑪哈露營區,高雄市,那瑪夏區,120.69029,23.21432,南沙魯段133-2地號,906115059,,
卜谷嵐露營區,高雄市,那瑪夏區,120.6979575,23.23140798,高雄市那瑪夏區瑪雅里平和巷13號,76701006,937747775,
貴梅A露營場,高雄市,那瑪夏區,120.7075,23.250917,高雄市那瑪夏區瑪雅村5鄰平和巷147號,,921591208,
瑪那休閒露營區,高雄市,那瑪夏區,120.7047937,23.2477429,高雄市那瑪夏區瑪雅里平和巷124號,937372044,930808963,
呼瑪露營區,高雄市,那瑪夏區,120.703222,23.245954,高雄市那瑪夏區瑪雅里平和巷105號,,981985699,
吉巴谷露營區,高雄市,那瑪夏區,120.702853,23.26009101,高雄市那瑪夏區達卡努瓦里秀嶺巷3鄰178-9號,988259099,975309227,
拉比尼亞露營山莊,高雄市,那瑪夏區,120.6872596,23.25687276,高雄市那瑪夏區瑪雅里平和巷209-1號,988782870,939189862,
那次嵐露營區,高雄市,那瑪夏區,120.6962073,23.24740596,高雄市那瑪夏區瑪雅里175-1號,,928353643,
那邊露營區,高雄市,那瑪夏區,120.7048027,23.24812907,高雄市那瑪夏區瑪雅段401號,,975258555,
發啦斯露營場,高雄市,那瑪夏區,120.7240336,23.28765895,高雄市那瑪夏區達卡努瓦里大光巷201號,,972966800,
達里沐露營區,高雄市,那瑪夏區,120.6985493,23.2199674,高雄市那瑪夏南沙魯里,,922754866,
麥的莊園露營區,高雄市,那瑪夏區,120.692309,23.249121,高雄市那瑪夏區瑪雅里平和巷239號,935797102,905031202,
隱君子的撒野,高雄市,岡山區,120.4743512,22.87852141,高雄市岡山區菜寮路2-26號,933346863,933346863,
MŌN JŎU野奢渡假露營莊園-崗山南麓,高雄市,岡山區,,,,910127799,,
美圳露營區,高雄市,美濃區,120.5374562,22.89358315,高雄市美濃區中正路2段58巷39號,,983258576,
德旺渡假山莊,高雄市,美濃區,120.5854038,22.94286899,高雄市美濃區廣林里朝元159-12號,,955002551,
草香居露營場,高雄市,美濃區,126,27,,988361051,,
飄漂生態園區,高雄市,美濃區,,,,,,
美綠生態園,高雄市,美濃區,120.5862906,22.87336662,高雄市美濃區獅山里竹門14-2號,76851111,,http://meilu.com.tw/
高雄同學農場-遊騎兵特戰基地,高雄市,美濃區,120.5303677,22.83272047,高雄市美濃區吉洋里外六寮500號,76831115,,http://www.kaohsiungfarm.com.tw/
美濃美真園,高雄市,美濃區,120.53365,22.83162,,,926180522,
一山沐露營區,高雄市,茂林區,120.7250094,22.90790964,多納巷16之39號,,932500065,https://booking.owlting.com/ismu?lang=zh_TW&adult=1&child=0&infant=0
渡露灣民宿露營區,高雄市,茂林區,120.6885029,22.90577623,高雄市茂林區萬山里72-36號,,989489533,
得恩谷生態民宿,高雄市,茂林區,120.6762771,22.89681075,高雄市茂林區茂林里6鄰138號,,989370885,http://www.deengorge.com/
烏巴克藝術空間,高雄市,茂林區,120.6679428,22.88498384,高雄市茂林區茂林巷116號,,910774687,
小長城露營區,高雄市,茂林區,120.6939407,22.91541505,多納巷43-2號,,915889732,https://reurl.cc/0d16xx
玥納露營區,高雄市,茂林區,120.7226068,22.90904246,茂林區多納里一鄰16-30號,,970202731,
茂林谷露營場,高雄市,茂林區,120.67414,22.89452,,,958686859,
豐林農場露營區,高雄市,桃源區,120.7143778,23.07453612,高雄市桃源區寶山里寶山巷98-20號,,937474104,
Laung石頭露營區,高雄市,桃源區,120.7896508,23.18081424,高雄市桃源區勤和里南橫公路三段118-1號,,925096159,
Daluhan露營區,高雄市,桃源區,120.7190291,23.06426782,藤枝段148地號,,,
艾莉絲森林露營區,高雄市,桃源區,120.7186472,23.06473361,高雄市桃源區寶山巷98之18號,,963733088,
拉芙蘭櫻花農場露營區,高雄市,桃源區,120.8127229,23.24507911,,,937761004,
山中水手露營區,高雄市,桃源區,120.7951064,23.18950126,高雄市桃源區南橫公路三段388號,,985200985,
晨月緣露營區,高雄市,桃源區,120.7119219,23.07098251,高雄市桃源區寶山巷98-8號,,936355434,
藤枝好望角露營區,高雄市,桃源區,120.7165296,23.06500548,高雄市桃源區732 號,,910047240,
阿桂果園露營區,高雄市,桃源區,120.71778,23.0747,寶山巷98之30號,,,
和風農場露營區,高雄市,桃源區,120.7869071,23.18431968,高雄市桃源區勤和里平台巷300號,,977115891,
南橫梅山口農場露營區,高雄市,桃源區,120.8238096,23.26726482,南橫公路五段145號,,933532956,
大學林農場露營區,高雄市,桃源區,120.7211431,23.06086724,,,963226119,
藤枝製茶露營區,高雄市,桃源區,120.7125344,23.07157171,高雄市桃源區寶山里寶山巷98-10號,,933376347,
文家果園,高雄市,桃源區,120.7180969,23.06271497,,,912120153,
集頂山咖啡園露營區,高雄市,桃源區,120.7284625,23.05764631,,,932990702,
藤枝櫻花原生茶園,高雄市,桃源區,120.736223,23.06037791,高雄市桃源區寶山里寶山巷250-5號,,912775165,
玳菈露營區,高雄市,桃源區,120.6889756,23.10759366,高雄市桃源區建山巷15-10號,,900141019,
海拉努休閒露營,高雄市,桃源區,120.7126897,23.07437344,高雄市桃源區寶山里寶山巷93號,,978329781,
梅園野營秘境露營區,高雄市,桃源區,120.8238409,23.26976433,,,935325217,
川山境露營區,高雄市,旗山區,120.5203388,22.97511126,高雄市旗山區大勝巷9-2號,,915051226,
三桃山森林遊樂區,高雄市,旗山區,120.4743512,22.87852141,高雄市旗山區三桃巷9號,76612482,,
麗湖探索教育園區,高雄市,旗山區,120.4433733,22.88481498,高雄市旗山區三協里旗亭巷500弄99號,76627407,,
東九道露營區,高雄市,旗山區,120.473232,22.849639,,,927130130,
角宿休閒農場,高雄市,燕巢區,120.3665309,22.76565331,高雄市燕巢區義大路65號,,937806900,
彌陀海岸休閒農場,高雄市,彌陀區,120.243171,22.744903,高雄市彌陀區新庄路1之268號,,,
拉波波村,基隆市,暖暖區,121.7550243,25.07718886,基隆市暖暖區暖東里東勢街221號,224582688,,https://www.facebook.com/LAPOPOTW/
九九莊園休閒農場,雲林縣,斗六市,120.5654,23.7433,斗六市十三南路55-2號,"55,518,889,055,514,800",,
佳南美地露營區,雲林縣,古坑鄉,120.606477,23.590962,雲林縣古坑鄉華山村69號,,937749040,
露上樟湖,雲林縣,古坑鄉,120.630371,23.603244,雲林縣古坑鄉石橋50之5號，樟湖生態國小旁的露營區,,901033928,
夕霧山莊,雲林縣,古坑鄉,,,雲林縣古坑鄉華南村7之15號,,923151558,
仙地休閒農場,雲林縣,古坑鄉,120.619295,23.59841,雲林縣古坑鄉桂林村桃源1之30號,55901989,,
咖啡鄉露營區,雲林縣,古坑鄉,120.588971,23.65991,雲林縣古坑鄉尖山坑路69號,,928382862,
伴山邀露營區(原:劍湖園露營區),雲林縣,古坑鄉,120.57,23.6012,雲林縣古坑鄉華南村45號,,933501611,
劍湖山世界,雲林縣,古坑鄉,120.5783401,23.62057932,雲林縣古坑鄉67號,55825789,,
石壁休閒農場,雲林縣,古坑鄉,120.71553,23.61067,雲林縣古坑鄉草嶺村草嶺81之18 號,,965808832,
古坑5號莊園,雲林縣,古坑鄉,120.5722132,23.61790884,雲林縣古坑鄉永光村大湖口60-5號,,920747372,
逸境生態露營區,雲林縣,林內鄉,120.6177,23.72444,雲林縣林內鄉自強路1巷23-8號,916941489,932267158,
林家花園休閒露營區,雲林縣,林內鄉,120.60034,23.76151,雲林縣林內鄉忠庄18-20號,,932612673,
三芝老農夫農場,新北市,三芝區,116,20,新北市三芝區芝蘭路62之5號,,,
19 庄淺水灣海景露營餐廳,新北市,三芝區,121.47387,25.25446,北勢子19號,,976076511,https://www.facebook.com/arthur7553/?locale=zh_TW
花岩山林休閒農場,新北市,三峽區,121.43523,24.8626,有木106之8號,226720888,935526566,https://calm.com.tw/
阿婆露營區(原三五野營區),新北市,三峽區,,,有木162號,0226729139/0226720800,,
熊空森林休閒農場,新北市,三峽區,121.462402,24.87853,新北市三峽區竹崙路238號,226681589,911915950,
山水畔休閒生態,新北市,三峽區,121.45858,24.92212,安坑里建安路112-1號,,918924493,http://3s.wa24hr.com/
皇后鎮森林三峽,新北市,三峽區,121.4341982,24.91799892,竹崙里竹崙路95巷1號,226682591,,http://www.queen-village.com/
三峽北大清肺農場,新北市,三峽區,121.452951,24.86017771,有木里有木126-1號,,918804369,
頂埔休閒農場,新北市,土城區,121.4212874,24.95646129,新北市土城區中央路4段135號,,919572909,
烘爐地休閒農場,新北市,中和區,121.499324,24.97412575,中和區烘爐地段789-2、792等2筆土地,22528909,,
十分自然露營區,新北市,平溪區,121.7827808,25.05212805,靜安路三段,,936175963,https://m.icamping.app/store/sfzr218
碉堡露營區,新北市,石門區,121.5398859,25.28921319,新北市石門區富基里崁仔角28之2號前100公尺,,911225109,https://lin.ee/tbL7ADO
半島秘境,新北市,石門區,121.5108009,25.2870149,下員坑路15號,"2,263,667,570,226,360,000",,https://www.sicamp.com.tw/
虹毓露營場,新北市,石碇區,121.67427,25.00162,新北市石碇區中民里番子坑17號,,912850160,https://hongyu-camping.mystrikingly.com/
映象之旅,新北市,坪林區,121.7441876,24.95535018,上德里虎寮潭1-2號,226656146,,https://ioutrave.weebly.com/yingsiangjhihlyuyeyingcanyin.html
坪安潭露營地,新北市,坪林區,121.73208,24.94811,大粗坑6-1號,226657552,,
